,det33,det35,det37,det39,det41,det43,det45,det47,totalct,month,day,hour,minute,day-of-week,year,min_bin
2019-03-06 23:00:00,53,2,3,3,21,3,6,0,91,3,6,23,0,2,2019,92
2019-03-06 23:15:00,28,3,6,4,29,1,3,1,75,3,6,23,15,2,2019,93
2019-03-06 23:30:00,27,2,2,1,21,1,1,0,55,3,6,23,30,2,2019,94
2019-03-06 23:45:00,18,3,2,2,17,1,2,0,45,3,6,23,45,2,2019,95
2019-03-07 00:00:00,17,1,2,0,11,2,1,0,34,3,7,0,0,3,2019,0
2019-03-07 00:15:00,26,0,3,2,19,0,3,0,53,3,7,0,15,3,2019,1
2019-03-07 00:30:00,13,0,1,1,10,3,1,0,29,3,7,0,30,3,2019,2
2019-03-07 00:45:00,10,2,1,2,10,1,0,0,26,3,7,0,45,3,2019,3
2019-03-07 01:00:00,14,0,1,0,11,0,0,0,26,3,7,1,0,3,2019,4
2019-03-07 01:15:00,16,1,3,1,10,2,3,1,37,3,7,1,15,3,2019,5
2019-03-07 01:30:00,20,5,0,0,7,0,6,3,41,3,7,1,30,3,2019,6
2019-03-07 01:45:00,12,1,1,0,6,0,0,0,20,3,7,1,45,3,2019,7
2019-03-07 02:00:00,15,1,0,0,5,0,0,2,23,3,7,2,0,3,2019,8
2019-03-07 02:15:00,14,0,4,3,6,2,4,3,36,3,7,2,15,3,2019,9
2019-03-07 02:30:00,18,3,1,0,12,0,1,0,35,3,7,2,30,3,2019,10
2019-03-07 02:45:00,7,0,0,0,8,0,0,0,15,3,7,2,45,3,2019,11
2019-03-07 03:00:00,10,0,2,0,8,1,0,0,21,3,7,3,0,3,2019,12
2019-03-07 03:15:00,13,0,2,0,16,2,2,0,35,3,7,3,15,3,2019,13
2019-03-07 03:30:00,15,0,4,0,19,1,1,0,40,3,7,3,30,3,2019,14
2019-03-07 03:45:00,8,0,0,0,16,1,1,0,26,3,7,3,45,3,2019,15
2019-03-07 04:00:00,12,1,2,0,19,0,2,2,38,3,7,4,0,3,2019,16
2019-03-07 04:15:00,17,0,3,1,32,2,1,1,57,3,7,4,15,3,2019,17
2019-03-07 04:30:00,29,2,8,1,52,3,2,1,98,3,7,4,30,3,2019,18
2019-03-07 04:45:00,18,2,4,1,52,3,2,0,82,3,7,4,45,3,2019,19
2019-03-07 05:00:00,23,3,4,2,43,0,0,2,77,3,7,5,0,3,2019,20
2019-03-07 05:15:00,39,1,5,5,63,1,3,1,118,3,7,5,15,3,2019,21
2019-03-07 05:30:00,51,1,9,1,79,0,3,1,145,3,7,5,30,3,2019,22
2019-03-07 05:45:00,50,2,9,3,55,4,6,1,130,3,7,5,45,3,2019,23
2019-03-07 06:00:00,53,6,9,7,59,4,2,3,143,3,7,6,0,3,2019,24
2019-03-07 06:15:00,65,5,12,6,65,4,2,4,163,3,7,6,15,3,2019,25
2019-03-07 06:30:00,70,7,13,3,70,4,6,6,179,3,7,6,30,3,2019,26
2019-03-07 06:45:00,77,6,16,5,74,4,7,2,191,3,7,6,45,3,2019,27
2019-03-07 07:00:00,43,6,14,5,63,3,10,8,152,3,7,7,0,3,2019,28
2019-03-07 07:15:00,62,8,12,5,55,5,9,5,161,3,7,7,15,3,2019,29
2019-03-07 07:30:00,45,8,12,13,33,6,11,3,131,3,7,7,30,3,2019,30
2019-03-07 07:45:00,58,7,13,5,46,6,12,3,150,3,7,7,45,3,2019,31
2019-03-07 08:00:00,65,7,14,9,47,7,8,3,160,3,7,8,0,3,2019,32
2019-03-07 08:15:00,66,11,13,9,64,6,16,7,192,3,7,8,15,3,2019,33
2019-03-07 08:30:00,62,9,15,8,46,8,12,4,164,3,7,8,30,3,2019,34
2019-03-07 08:45:00,51,8,11,8,54,8,13,8,161,3,7,8,45,3,2019,35
2019-03-07 09:00:00,50,10,13,6,33,6,12,7,137,3,7,9,0,3,2019,36
2019-03-07 09:15:00,56,8,16,12,53,7,9,5,166,3,7,9,15,3,2019,37
2019-03-07 09:30:00,55,12,11,5,50,5,15,7,160,3,7,9,30,3,2019,38
2019-03-07 09:45:00,34,12,17,13,25,10,9,6,126,3,7,9,45,3,2019,39
2019-03-07 10:00:00,39,8,8,12,33,8,15,7,130,3,7,10,0,3,2019,40
2019-03-07 10:15:00,44,6,13,12,13,15,16,12,131,3,7,10,15,3,2019,41
2019-03-07 10:30:00,39,14,9,13,24,7,18,11,135,3,7,10,30,3,2019,42
2019-03-07 10:45:00,34,7,16,10,23,7,13,9,119,3,7,10,45,3,2019,43
2019-03-07 11:00:00,32,7,16,13,32,11,13,6,130,3,7,11,0,3,2019,44
2019-03-07 11:15:00,47,9,12,11,32,8,15,12,146,3,7,11,15,3,2019,45
2019-03-07 11:30:00,40,6,13,10,27,7,14,10,127,3,7,11,30,3,2019,46
2019-03-07 11:45:00,38,6,12,7,28,4,13,10,118,3,7,11,45,3,2019,47
2019-03-07 12:00:00,33,4,6,5,29,14,12,12,115,3,7,12,0,3,2019,48
2019-03-07 12:15:00,48,4,9,14,40,3,20,12,150,3,7,12,15,3,2019,49
2019-03-07 12:30:00,43,7,11,12,19,9,8,12,121,3,7,12,30,3,2019,50
2019-03-07 12:45:00,41,6,15,22,30,11,7,9,141,3,7,12,45,3,2019,51
2019-03-07 13:00:00,40,7,11,13,18,10,16,10,125,3,7,13,0,3,2019,52
2019-03-07 13:15:00,31,9,20,9,31,10,9,8,127,3,7,13,15,3,2019,53
2019-03-07 13:30:00,34,6,14,8,24,8,11,9,114,3,7,13,30,3,2019,54
2019-03-07 13:45:00,32,6,7,11,27,7,22,11,123,3,7,13,45,3,2019,55
2019-03-07 14:00:00,48,9,9,15,33,6,13,13,146,3,7,14,0,3,2019,56
2019-03-07 14:15:00,24,14,9,17,26,9,15,12,126,3,7,14,15,3,2019,57
2019-03-07 14:30:00,32,9,10,11,26,7,13,9,117,3,7,14,30,3,2019,58
2019-03-07 14:45:00,35,5,8,14,22,7,10,8,109,3,7,14,45,3,2019,59
2019-03-07 15:00:00,27,7,9,8,44,7,7,7,116,3,7,15,0,3,2019,60
2019-03-07 15:15:00,29,9,8,11,44,9,13,12,135,3,7,15,15,3,2019,61
2019-03-07 15:30:00,11,8,11,8,19,7,12,8,84,3,7,15,30,3,2019,62
2019-03-07 15:45:00,4,4,13,11,24,7,10,12,85,3,7,15,45,3,2019,63
2019-03-07 16:00:00,20,6,9,12,29,6,8,12,102,3,7,16,0,3,2019,64
2019-03-07 16:15:00,35,9,5,15,26,7,9,11,117,3,7,16,15,3,2019,65
2019-03-07 16:30:00,14,6,11,12,29,8,7,8,95,3,7,16,30,3,2019,66
2019-03-07 16:45:00,28,7,4,10,9,8,12,8,86,3,7,16,45,3,2019,67
2019-03-07 17:00:00,28,5,6,9,22,7,8,8,93,3,7,17,0,3,2019,68
2019-03-07 17:15:00,29,7,7,8,41,7,11,10,120,3,7,17,15,3,2019,69
2019-03-07 17:30:00,25,8,13,15,34,6,10,8,119,3,7,17,30,3,2019,70
2019-03-07 17:45:00,38,8,9,10,28,5,9,8,115,3,7,17,45,3,2019,71
2019-03-07 18:00:00,42,10,10,11,34,8,12,10,137,3,7,18,0,3,2019,72
2019-03-07 18:15:00,34,7,16,9,25,6,12,13,122,3,7,18,15,3,2019,73
2019-03-07 18:30:00,41,14,21,10,27,4,16,11,144,3,7,18,30,3,2019,74
2019-03-07 18:45:00,50,12,21,11,39,6,16,7,162,3,7,18,45,3,2019,75
2019-03-07 19:00:00,45,11,17,12,38,8,10,10,151,3,7,19,0,3,2019,76
2019-03-07 19:15:00,38,8,13,10,42,10,13,6,140,3,7,19,15,3,2019,77
2019-03-07 19:30:00,33,9,20,13,44,9,10,5,143,3,7,19,30,3,2019,78
2019-03-07 19:45:00,50,11,18,10,35,8,21,8,161,3,7,19,45,3,2019,79
2019-03-07 20:00:00,49,8,14,13,48,5,17,4,158,3,7,20,0,3,2019,80
2019-03-07 20:15:00,47,7,26,13,54,6,13,3,169,3,7,20,15,3,2019,81
2019-03-07 20:30:00,44,8,19,10,65,6,16,8,176,3,7,20,30,3,2019,82
2019-03-07 20:45:00,45,6,20,9,47,8,11,5,151,3,7,20,45,3,2019,83
2019-03-07 21:00:00,48,6,13,7,60,7,16,3,160,3,7,21,0,3,2019,84
2019-03-07 21:15:00,35,4,13,9,49,8,9,3,130,3,7,21,15,3,2019,85
2019-03-07 21:30:00,53,5,8,8,45,3,14,2,138,3,7,21,30,3,2019,86
2019-03-07 21:45:00,37,4,11,8,40,3,17,2,122,3,7,21,45,3,2019,87
2019-03-07 22:00:00,31,7,8,5,41,6,10,3,111,3,7,22,0,3,2019,88
2019-03-07 22:15:00,40,3,9,3,44,1,7,0,107,3,7,22,15,3,2019,89
2019-03-07 22:30:00,22,2,9,3,43,3,7,0,89,3,7,22,30,3,2019,90
2019-03-07 22:45:00,31,2,3,1,37,2,5,4,85,3,7,22,45,3,2019,91
2019-03-07 23:00:00,36,4,2,0,21,4,4,0,71,3,7,23,0,3,2019,92
2019-03-07 23:15:00,28,3,2,3,31,1,1,2,71,3,7,23,15,3,2019,93
2019-03-07 23:30:00,25,2,4,0,16,0,2,1,50,3,7,23,30,3,2019,94
2019-03-07 23:45:00,24,6,0,2,20,0,2,1,55,3,7,23,45,3,2019,95
2019-03-08 00:00:00,21,1,0,1,15,1,1,0,40,3,8,0,0,4,2019,0
2019-03-08 00:15:00,18,1,5,3,15,1,3,0,46,3,8,0,15,4,2019,1
2019-03-08 00:30:00,20,0,1,1,24,2,1,0,49,3,8,0,30,4,2019,2
2019-03-08 00:45:00,24,2,3,0,12,0,3,2,46,3,8,0,45,4,2019,3
2019-03-08 01:00:00,19,0,4,0,10,8,4,1,46,3,8,1,0,4,2019,4
2019-03-08 01:15:00,15,4,1,0,10,0,1,0,31,3,8,1,15,4,2019,5
2019-03-08 01:30:00,22,1,0,2,7,0,0,0,32,3,8,1,30,4,2019,6
2019-03-08 01:45:00,10,0,5,6,13,0,2,2,38,3,8,1,45,4,2019,7
2019-03-08 02:00:00,13,1,2,2,10,1,2,1,32,3,8,2,0,4,2019,8
2019-03-08 02:15:00,14,0,0,0,16,6,0,0,36,3,8,2,15,4,2019,9
2019-03-08 02:30:00,22,3,1,1,12,1,0,0,40,3,8,2,30,4,2019,10
2019-03-08 02:45:00,7,0,3,2,9,1,0,0,22,3,8,2,45,4,2019,11
2019-03-08 03:00:00,8,0,9,8,8,0,0,0,33,3,8,3,0,4,2019,12
2019-03-08 03:15:00,17,10,2,0,16,0,0,1,46,3,8,3,15,4,2019,13
2019-03-08 03:30:00,10,4,2,0,21,1,2,1,41,3,8,3,30,4,2019,14
2019-03-08 03:45:00,18,0,2,0,22,1,1,1,45,3,8,3,45,4,2019,15
2019-03-08 04:00:00,14,0,0,0,25,0,2,0,41,3,8,4,0,4,2019,16
2019-03-08 04:15:00,21,4,5,0,33,0,2,1,66,3,8,4,15,4,2019,17
2019-03-08 04:30:00,28,4,6,0,50,1,3,1,93,3,8,4,30,4,2019,18
2019-03-08 04:45:00,20,3,6,0,57,1,1,1,89,3,8,4,45,4,2019,19
2019-03-08 05:00:00,31,1,4,1,43,0,1,1,82,3,8,5,0,4,2019,20
2019-03-08 05:15:00,38,0,4,1,58,1,2,1,105,3,8,5,15,4,2019,21
2019-03-08 05:30:00,54,2,10,2,67,8,6,1,150,3,8,5,30,4,2019,22
2019-03-08 05:45:00,42,4,11,3,68,9,3,0,140,3,8,5,45,4,2019,23
2019-03-08 06:00:00,39,7,13,4,56,5,2,3,129,3,8,6,0,4,2019,24
2019-03-08 06:15:00,53,2,14,1,89,5,6,1,171,3,8,6,15,4,2019,25
2019-03-08 06:30:00,77,7,12,5,71,5,10,3,190,3,8,6,30,4,2019,26
2019-03-08 06:45:00,44,8,10,6,47,5,7,7,134,3,8,6,45,4,2019,27
2019-03-08 07:00:00,60,9,13,7,51,7,7,6,160,3,8,7,0,4,2019,28
2019-03-08 07:15:00,55,7,12,5,54,4,8,2,147,3,8,7,15,4,2019,29
2019-03-08 07:30:00,56,7,10,7,43,5,8,5,141,3,8,7,30,4,2019,30
2019-03-08 07:45:00,65,9,10,7,52,5,12,4,164,3,8,7,45,4,2019,31
2019-03-08 08:00:00,45,9,16,10,44,6,20,5,155,3,8,8,0,4,2019,32
2019-03-08 08:15:00,66,9,16,5,39,12,11,3,161,3,8,8,15,4,2019,33
2019-03-08 08:30:00,57,10,13,5,54,10,19,9,177,3,8,8,30,4,2019,34
2019-03-08 08:45:00,55,6,16,8,53,9,12,7,166,3,8,8,45,4,2019,35
2019-03-08 09:00:00,42,12,8,4,55,8,15,7,151,3,8,9,0,4,2019,36
2019-03-08 09:15:00,36,8,15,16,36,12,15,6,144,3,8,9,15,4,2019,37
2019-03-08 09:30:00,46,7,16,11,40,9,14,7,150,3,8,9,30,4,2019,38
2019-03-08 09:45:00,38,9,10,18,31,8,11,10,135,3,8,9,45,4,2019,39
2019-03-08 10:00:00,38,7,10,12,36,11,12,15,141,3,8,10,0,4,2019,40
2019-03-08 10:15:00,41,10,16,12,21,6,9,12,127,3,8,10,15,4,2019,41
2019-03-08 10:30:00,44,8,11,15,23,7,14,11,133,3,8,10,30,4,2019,42
2019-03-08 10:45:00,38,8,11,9,20,8,19,11,124,3,8,10,45,4,2019,43
2019-03-08 11:00:00,42,6,10,10,31,5,12,11,127,3,8,11,0,4,2019,44
2019-03-08 11:15:00,35,4,11,13,36,8,11,9,127,3,8,11,15,4,2019,45
2019-03-08 11:30:00,48,7,5,8,21,5,9,9,112,3,8,11,30,4,2019,46
2019-03-08 11:45:00,27,2,9,11,15,9,7,7,87,3,8,11,45,4,2019,47
2019-03-08 12:00:00,53,2,6,9,35,6,14,9,134,3,8,12,0,4,2019,48
2019-03-08 12:15:00,37,5,6,2,22,9,11,8,100,3,8,12,15,4,2019,49
2019-03-08 12:30:00,44,7,9,6,30,8,6,7,117,3,8,12,30,4,2019,50
2019-03-08 12:45:00,31,7,11,10,12,8,9,8,96,3,8,12,45,4,2019,51
2019-03-08 13:00:00,41,10,5,11,16,4,8,14,109,3,8,13,0,4,2019,52
2019-03-08 13:15:00,26,4,7,5,31,8,10,10,101,3,8,13,15,4,2019,53
2019-03-08 13:30:00,32,9,11,9,18,4,10,10,103,3,8,13,30,4,2019,54
2019-03-08 13:45:00,33,7,6,5,23,9,7,15,105,3,8,13,45,4,2019,55
2019-03-08 14:00:00,38,7,15,13,27,5,9,8,122,3,8,14,0,4,2019,56
2019-03-08 14:15:00,33,9,16,11,32,12,14,10,137,3,8,14,15,4,2019,57
2019-03-08 14:30:00,32,4,9,9,15,11,11,6,97,3,8,14,30,4,2019,58
2019-03-08 14:45:00,31,6,10,13,26,6,12,6,110,3,8,14,45,4,2019,59
2019-03-08 15:00:00,31,6,9,7,26,8,6,5,98,3,8,15,0,4,2019,60
2019-03-08 15:15:00,45,5,7,3,37,6,9,10,122,3,8,15,15,4,2019,61
2019-03-08 15:30:00,27,5,8,12,23,6,5,9,95,3,8,15,30,4,2019,62
2019-03-08 15:45:00,26,6,8,10,39,12,5,9,115,3,8,15,45,4,2019,63
2019-03-08 16:00:00,32,6,6,10,18,8,9,8,97,3,8,16,0,4,2019,64
2019-03-08 16:15:00,17,8,1,8,19,8,15,8,84,3,8,16,15,4,2019,65
2019-03-08 16:30:00,27,8,8,14,40,8,11,8,124,3,8,16,30,4,2019,66
2019-03-08 16:45:00,25,4,4,10,14,8,8,10,83,3,8,16,45,4,2019,67
2019-03-08 17:00:00,22,3,11,13,33,7,8,9,106,3,8,17,0,4,2019,68
2019-03-08 17:15:00,37,5,9,11,29,7,6,7,111,3,8,17,15,4,2019,69
2019-03-08 17:30:00,23,9,8,7,36,7,8,6,104,3,8,17,30,4,2019,70
2019-03-08 17:45:00,38,5,20,14,23,4,9,8,121,3,8,17,45,4,2019,71
2019-03-08 18:00:00,39,3,16,9,34,7,12,6,126,3,8,18,0,4,2019,72
2019-03-08 18:15:00,37,8,9,5,19,7,15,12,112,3,8,18,15,4,2019,73
2019-03-08 18:30:00,40,9,18,9,27,7,9,8,127,3,8,18,30,4,2019,74
2019-03-08 18:45:00,40,8,14,12,38,7,11,10,140,3,8,18,45,4,2019,75
2019-03-08 19:00:00,48,10,27,15,49,9,9,6,173,3,8,19,0,4,2019,76
2019-03-08 19:15:00,48,8,16,9,43,9,14,6,153,3,8,19,15,4,2019,77
2019-03-08 19:30:00,48,10,23,15,57,9,14,7,183,3,8,19,30,4,2019,78
2019-03-08 19:45:00,46,10,26,13,45,9,15,4,168,3,8,19,45,4,2019,79
2019-03-08 20:00:00,50,12,23,14,52,7,23,7,188,3,8,20,0,4,2019,80
2019-03-08 20:15:00,48,7,13,11,41,8,12,3,143,3,8,20,15,4,2019,81
2019-03-08 20:30:00,39,8,21,15,56,8,14,4,165,3,8,20,30,4,2019,82
2019-03-08 20:45:00,48,7,17,12,37,9,19,5,154,3,8,20,45,4,2019,83
2019-03-08 21:00:00,54,7,16,13,53,6,10,6,165,3,8,21,0,4,2019,84
2019-03-08 21:15:00,53,5,17,12,49,6,15,4,161,3,8,21,15,4,2019,85
2019-03-08 21:30:00,59,7,13,8,48,6,13,4,158,3,8,21,30,4,2019,86
2019-03-08 21:45:00,57,3,16,9,63,5,12,4,169,3,8,21,45,4,2019,87
2019-03-08 22:00:00,59,7,11,5,59,3,9,6,159,3,8,22,0,4,2019,88
2019-03-08 22:15:00,62,8,22,6,53,5,4,2,162,3,8,22,15,4,2019,89
2019-03-08 22:30:00,43,6,11,9,50,6,10,1,136,3,8,22,30,4,2019,90
2019-03-08 22:45:00,53,3,10,4,46,6,8,1,131,3,8,22,45,4,2019,91
2019-03-08 23:00:00,41,6,7,3,52,3,8,0,120,3,8,23,0,4,2019,92
2019-03-08 23:15:00,34,6,2,4,33,5,3,0,87,3,8,23,15,4,2019,93
2019-03-08 23:30:00,26,5,7,3,38,1,4,3,87,3,8,23,30,4,2019,94
2019-03-08 23:45:00,20,7,12,5,28,3,3,0,78,3,8,23,45,4,2019,95
2019-03-09 00:00:00,24,2,3,2,27,9,3,0,70,3,9,0,0,5,2019,0
2019-03-09 00:15:00,22,4,3,2,28,2,2,2,65,3,9,0,15,5,2019,1
2019-03-09 00:30:00,29,3,2,1,18,0,1,0,54,3,9,0,30,5,2019,2
2019-03-09 00:45:00,22,3,1,1,24,1,2,1,55,3,9,0,45,5,2019,3
2019-03-09 01:00:00,11,0,1,3,17,1,1,0,34,3,9,1,0,5,2019,4
2019-03-09 01:15:00,16,4,2,0,8,1,2,0,33,3,9,1,15,5,2019,5
2019-03-09 01:30:00,21,4,0,2,14,8,1,0,50,3,9,1,30,5,2019,6
2019-03-09 01:45:00,16,1,2,1,13,0,3,3,39,3,9,1,45,5,2019,7
2019-03-09 02:00:00,9,2,0,0,19,0,1,0,31,3,9,2,0,5,2019,8
2019-03-09 02:15:00,9,3,1,0,18,0,0,1,32,3,9,2,15,5,2019,9
2019-03-09 02:30:00,6,2,3,0,17,2,1,0,31,3,9,2,30,5,2019,10
2019-03-09 02:45:00,9,3,0,0,10,1,0,0,23,3,9,2,45,5,2019,11
2019-03-09 03:00:00,7,0,2,0,8,0,0,1,18,3,9,3,0,5,2019,12
2019-03-09 03:15:00,10,0,1,0,9,0,1,0,21,3,9,3,15,5,2019,13
2019-03-09 03:30:00,11,1,1,0,9,2,0,0,24,3,9,3,30,5,2019,14
2019-03-09 03:45:00,8,0,3,2,11,0,4,4,32,3,9,3,45,5,2019,15
2019-03-09 04:00:00,9,0,0,0,15,0,0,0,24,3,9,4,0,5,2019,16
2019-03-09 04:15:00,10,3,1,0,18,1,4,2,39,3,9,4,15,5,2019,17
2019-03-09 04:30:00,6,0,1,0,31,1,1,0,40,3,9,4,30,5,2019,18
2019-03-09 04:45:00,16,0,1,0,23,1,3,0,44,3,9,4,45,5,2019,19
2019-03-09 05:00:00,15,0,4,0,16,0,2,0,37,3,9,5,0,5,2019,20
2019-03-09 05:15:00,25,1,2,0,24,2,1,0,55,3,9,5,15,5,2019,21
2019-03-09 05:30:00,26,1,6,0,40,1,3,0,77,3,9,5,30,5,2019,22
2019-03-09 05:45:00,33,2,20,13,29,6,2,0,105,3,9,5,45,5,2019,23
2019-03-09 06:00:00,23,1,6,0,35,6,5,2,78,3,9,6,0,5,2019,24
2019-03-09 06:15:00,32,15,2,1,46,10,5,1,112,3,9,6,15,5,2019,25
2019-03-09 06:30:00,35,4,11,0,46,7,6,5,114,3,9,6,30,5,2019,26
2019-03-09 06:45:00,29,5,12,3,44,6,4,1,104,3,9,6,45,5,2019,27
2019-03-09 07:00:00,34,7,9,3,40,2,8,4,107,3,9,7,0,5,2019,28
2019-03-09 07:15:00,45,8,9,3,40,6,6,1,118,3,9,7,15,5,2019,29
2019-03-09 07:30:00,43,8,11,3,51,9,8,3,136,3,9,7,30,5,2019,30
2019-03-09 07:45:00,45,7,12,3,61,8,10,6,152,3,9,7,45,5,2019,31
2019-03-09 08:00:00,54,6,13,9,59,7,10,3,161,3,9,8,0,5,2019,32
2019-03-09 08:15:00,57,9,14,3,53,9,17,6,168,3,9,8,15,5,2019,33
2019-03-09 08:30:00,55,8,12,4,53,7,13,6,158,3,9,8,30,5,2019,34
2019-03-09 08:45:00,46,8,15,6,48,7,15,6,151,3,9,8,45,5,2019,35
2019-03-09 09:00:00,39,9,15,7,63,8,16,8,165,3,9,9,0,5,2019,36
2019-03-09 09:15:00,49,9,12,8,49,9,21,8,165,3,9,9,15,5,2019,37
2019-03-09 09:30:00,47,13,14,12,50,8,16,7,167,3,9,9,30,5,2019,38
2019-03-09 09:45:00,43,4,9,17,32,7,13,7,132,3,9,9,45,5,2019,39
2019-03-09 10:00:00,38,3,13,9,39,8,12,8,130,3,9,10,0,5,2019,40
2019-03-09 10:15:00,38,5,9,11,20,6,20,12,121,3,9,10,15,5,2019,41
2019-03-09 10:30:00,34,3,10,13,23,9,13,11,116,3,9,10,30,5,2019,42
2019-03-09 10:45:00,36,0,8,10,17,5,2,8,86,3,9,10,45,5,2019,43
2019-03-09 11:00:00,33,1,7,9,27,8,9,9,103,3,9,11,0,5,2019,44
2019-03-09 11:15:00,44,0,29,10,17,6,20,8,134,3,9,11,15,5,2019,45
2019-03-09 11:30:00,53,0,6,12,8,2,7,12,100,3,9,11,30,5,2019,46
2019-03-09 11:45:00,45,0,2,4,22,6,2,10,91,3,9,11,45,5,2019,47
2019-03-09 12:00:00,35,0,8,10,30,1,10,8,102,3,9,12,0,5,2019,48
2019-03-09 12:15:00,35,4,7,11,24,0,3,9,93,3,9,12,15,5,2019,49
2019-03-09 12:30:00,35,0,0,4,31,3,5,11,89,3,9,12,30,5,2019,50
2019-03-09 12:45:00,31,0,0,1,13,5,0,9,59,3,9,12,45,5,2019,51
2019-03-09 13:00:00,37,1,0,0,22,6,4,10,80,3,9,13,0,5,2019,52
2019-03-09 13:15:00,36,0,2,4,27,3,2,10,84,3,9,13,15,5,2019,53
2019-03-09 13:30:00,40,5,7,9,26,9,2,8,106,3,9,13,30,5,2019,54
2019-03-09 13:45:00,37,6,1,2,27,5,5,9,92,3,9,13,45,5,2019,55
2019-03-09 14:00:00,30,3,8,4,23,6,6,11,91,3,9,14,0,5,2019,56
2019-03-09 14:15:00,28,4,10,10,35,10,6,9,112,3,9,14,15,5,2019,57
2019-03-09 14:30:00,38,2,10,0,31,5,14,10,110,3,9,14,30,5,2019,58
2019-03-09 14:45:00,39,5,3,1,24,6,8,8,94,3,9,14,45,5,2019,59
2019-03-09 15:00:00,46,10,15,9,29,5,15,6,135,3,9,15,0,5,2019,60
2019-03-09 15:15:00,45,6,18,11,41,9,13,9,152,3,9,15,15,5,2019,61
2019-03-09 15:30:00,41,6,17,11,27,10,10,8,130,3,9,15,30,5,2019,62
2019-03-09 15:45:00,48,6,12,0,29,9,8,10,122,3,9,15,45,5,2019,63
2019-03-09 16:00:00,39,7,20,1,33,8,15,8,131,3,9,16,0,5,2019,64
2019-03-09 16:15:00,47,9,5,7,24,10,7,11,120,3,9,16,15,5,2019,65
2019-03-09 16:30:00,32,9,14,8,28,4,12,6,113,3,9,16,30,5,2019,66
2019-03-09 16:45:00,52,5,30,3,34,4,11,8,147,3,9,16,45,5,2019,67
2019-03-09 17:00:00,41,8,19,10,45,11,12,6,152,3,9,17,0,5,2019,68
2019-03-09 17:15:00,38,8,11,12,43,8,12,8,140,3,9,17,15,5,2019,69
2019-03-09 17:30:00,40,9,19,14,45,9,12,8,156,3,9,17,30,5,2019,70
2019-03-09 17:45:00,36,8,13,4,40,6,19,11,137,3,9,17,45,5,2019,71
2019-03-09 18:00:00,39,13,11,11,44,10,9,7,144,3,9,18,0,5,2019,72
2019-03-09 18:15:00,52,11,20,15,40,8,16,8,170,3,9,18,15,5,2019,73
2019-03-09 18:30:00,54,8,21,14,48,8,15,11,179,3,9,18,30,5,2019,74
2019-03-09 18:45:00,55,11,26,10,43,6,15,8,174,3,9,18,45,5,2019,75
2019-03-09 19:00:00,45,9,25,11,45,9,14,8,166,3,9,19,0,5,2019,76
2019-03-09 19:15:00,63,7,19,13,54,6,13,4,179,3,9,19,15,5,2019,77
2019-03-09 19:30:00,52,8,22,8,40,5,16,7,158,3,9,19,30,5,2019,78
2019-03-09 19:45:00,42,8,16,10,43,8,18,7,152,3,9,19,45,5,2019,79
2019-03-09 20:00:00,49,7,19,11,38,5,16,3,148,3,9,20,0,5,2019,80
2019-03-09 20:15:00,37,6,19,12,35,8,15,2,134,3,9,20,15,5,2019,81
2019-03-09 20:30:00,41,5,21,9,44,5,13,2,140,3,9,20,30,5,2019,82
2019-03-09 20:45:00,30,13,21,9,43,7,15,2,140,3,9,20,45,5,2019,83
2019-03-09 21:00:00,42,6,24,8,48,6,15,7,156,3,9,21,0,5,2019,84
2019-03-09 21:15:00,43,6,25,9,26,5,11,2,127,3,9,21,15,5,2019,85
2019-03-09 21:30:00,37,4,6,7,42,6,15,4,121,3,9,21,30,5,2019,86
2019-03-09 21:45:00,46,6,14,11,39,2,18,7,143,3,9,21,45,5,2019,87
2019-03-09 22:00:00,49,5,8,9,51,2,8,1,133,3,9,22,0,5,2019,88
2019-03-09 22:15:00,30,4,5,3,46,2,4,1,95,3,9,22,15,5,2019,89
2019-03-09 22:30:00,48,5,13,4,45,4,9,3,131,3,9,22,30,5,2019,90
2019-03-09 22:45:00,33,4,8,2,41,5,10,1,104,3,9,22,45,5,2019,91
2019-03-09 23:00:00,38,5,2,4,51,5,3,0,108,3,9,23,0,5,2019,92
2019-03-09 23:15:00,25,3,9,1,41,5,7,1,92,3,9,23,15,5,2019,93
2019-03-09 23:30:00,24,3,7,1,32,4,2,4,77,3,9,23,30,5,2019,94
2019-03-09 23:45:00,30,3,7,2,28,0,3,1,74,3,9,23,45,5,2019,95
2019-03-10 00:00:00,29,4,2,1,28,4,5,2,75,3,10,0,0,6,2019,0
2019-03-10 00:15:00,24,0,2,1,32,14,1,1,75,3,10,0,15,6,2019,1
2019-03-10 00:30:00,17,1,3,0,25,3,0,0,49,3,10,0,30,6,2019,2
2019-03-10 00:45:00,15,4,7,2,25,3,5,0,61,3,10,0,45,6,2019,3
2019-03-10 01:00:00,17,0,3,1,15,1,0,0,37,3,10,1,0,6,2019,4
2019-03-10 01:15:00,11,2,2,1,18,1,1,0,36,3,10,1,15,6,2019,5
2019-03-10 01:30:00,8,1,0,1,18,1,2,0,31,3,10,1,30,6,2019,6
2019-03-10 01:45:00,7,1,1,0,22,1,1,1,34,3,10,1,45,6,2019,7
2019-03-10 02:00:00,0,0,0,0,0,0,0,0,0,3,10,2,0,6,2019,8
2019-03-10 02:15:00,0,0,0,0,0,0,0,0,0,3,10,2,15,6,2019,9
2019-03-10 02:30:00,0,0,0,0,0,0,0,0,0,3,10,2,30,6,2019,10
