,det9,det11,det13,det15,det17,det18,det19,det20,det21,det23,totalct,month,day,hour,minute,day-of-week,min_bin
2019-01-18 17:00:00,8,24,5,28,8,0,66,0,9,7,155,1,18,17,0,4,68
2019-01-18 17:15:00,8,28,5,24,8,0,68,0,4,6,151,1,18,17,15,4,69
2019-01-18 17:30:00,6,13,6,28,9,0,54,0,9,8,133,1,18,17,30,4,70
2019-01-18 17:45:00,12,21,5,29,15,0,66,0,3,6,157,1,18,17,45,4,71
2019-01-18 18:00:00,7,26,3,29,16,0,52,0,11,12,156,1,18,18,0,4,72
2019-01-18 18:15:00,8,21,6,26,17,0,50,0,9,14,151,1,18,18,15,4,73
2019-01-18 18:30:00,8,17,2,32,16,0,58,0,5,6,144,1,18,18,30,4,74
2019-01-18 18:45:00,14,19,1,30,12,0,50,0,5,6,137,1,18,18,45,4,75
2019-01-18 19:00:00,6,22,1,38,13,0,67,0,5,5,157,1,18,19,0,4,76
2019-01-18 19:15:00,14,13,1,30,12,0,61,0,4,6,141,1,18,19,15,4,77
2019-01-18 19:30:00,12,20,2,27,12,0,57,0,8,9,147,1,18,19,30,4,78
2019-01-18 19:45:00,8,18,0,28,14,0,47,0,6,7,128,1,18,19,45,4,79
2019-01-18 20:00:00,6,12,2,30,10,0,51,0,3,3,117,1,18,20,0,4,80
2019-01-18 20:15:00,6,16,1,28,11,0,44,0,6,6,118,1,18,20,15,4,81
2019-01-18 20:30:00,8,19,0,30,5,0,40,0,3,5,110,1,18,20,30,4,82
2019-01-18 20:45:00,15,20,1,34,8,0,41,0,2,2,123,1,18,20,45,4,83
2019-01-18 21:00:00,15,15,0,27,8,0,42,0,2,2,111,1,18,21,0,4,84
2019-01-18 21:15:00,19,25,2,21,7,0,34,0,4,4,116,1,18,21,15,4,85
2019-01-18 21:30:00,23,19,0,21,2,0,51,0,2,2,120,1,18,21,30,4,86
2019-01-18 21:45:00,12,9,2,14,12,0,65,0,3,3,120,1,18,21,45,4,87
2019-01-18 22:00:00,16,19,0,16,8,0,59,0,0,0,118,1,18,22,0,4,88
2019-01-18 22:15:00,14,9,3,14,7,0,33,0,2,2,84,1,18,22,15,4,89
2019-01-18 22:30:00,4,6,1,18,3,0,30,0,0,0,62,1,18,22,30,4,90
2019-01-18 22:45:00,10,6,0,11,13,0,27,0,2,2,71,1,18,22,45,4,91
2019-01-18 23:00:00,8,8,1,16,2,0,23,0,1,1,60,1,18,23,0,4,92
2019-01-18 23:15:00,4,4,0,12,4,0,24,0,1,2,51,1,18,23,15,4,93
2019-01-18 23:30:00,6,2,0,14,5,0,7,0,1,1,36,1,18,23,30,4,94
2019-01-18 23:45:00,3,0,0,14,3,0,18,0,1,1,40,1,18,23,45,4,95
2019-01-19 00:00:00,7,4,0,15,3,0,11,0,0,0,40,1,19,0,0,5,0
2019-01-19 00:15:00,4,4,1,14,2,0,14,0,3,6,48,1,19,0,15,5,1
2019-01-19 00:30:00,0,0,2,17,4,0,9,0,2,2,36,1,19,0,30,5,2
2019-01-19 00:45:00,2,0,3,14,2,0,9,0,1,1,32,1,19,0,45,5,3
2019-01-19 01:00:00,3,3,0,8,4,0,9,0,2,2,31,1,19,1,0,5,4
2019-01-19 01:15:00,11,4,1,6,18,0,14,0,1,1,56,1,19,1,15,5,5
2019-01-19 01:30:00,1,1,0,15,1,0,15,0,1,1,35,1,19,1,30,5,6
2019-01-19 01:45:00,1,1,0,4,0,0,2,0,1,1,10,1,19,1,45,5,7
2019-01-19 02:00:00,6,1,0,6,2,0,6,0,0,0,21,1,19,2,0,5,8
2019-01-19 02:15:00,0,0,0,8,0,0,6,0,0,0,14,1,19,2,15,5,9
2019-01-19 02:30:00,2,4,0,4,2,0,6,0,0,0,18,1,19,2,30,5,10
2019-01-19 02:45:00,0,1,0,3,0,0,5,0,0,0,9,1,19,2,45,5,11
2019-01-19 03:00:00,2,2,0,8,5,0,6,0,1,1,25,1,19,3,0,5,12
2019-01-19 03:15:00,4,0,1,7,1,0,8,0,1,1,23,1,19,3,15,5,13
2019-01-19 03:30:00,2,2,0,8,0,0,6,0,1,1,20,1,19,3,30,5,14
2019-01-19 03:45:00,4,3,0,10,1,0,7,0,0,0,25,1,19,3,45,5,15
2019-01-19 04:00:00,0,0,0,8,0,0,9,0,1,1,19,1,19,4,0,5,16
2019-01-19 04:15:00,1,0,0,7,0,0,12,0,2,2,24,1,19,4,15,5,17
2019-01-19 04:30:00,4,2,0,7,1,0,18,0,2,1,35,1,19,4,30,5,18
2019-01-19 04:45:00,4,5,0,13,1,0,12,0,3,3,41,1,19,4,45,5,19
2019-01-19 05:00:00,13,2,4,14,6,0,15,0,2,2,58,1,19,5,0,5,20
2019-01-19 05:15:00,7,2,5,18,16,0,18,0,2,2,70,1,19,5,15,5,21
2019-01-19 05:30:00,6,1,5,23,7,0,22,0,0,0,64,1,19,5,30,5,22
2019-01-19 05:45:00,4,7,1,22,6,0,23,0,4,4,71,1,19,5,45,5,23
2019-01-19 06:00:00,7,2,1,21,9,0,12,0,0,0,52,1,19,6,0,5,24
2019-01-19 06:15:00,6,5,1,18,6,0,23,0,7,7,73,1,19,6,15,5,25
2019-01-19 06:30:00,3,5,2,17,10,0,21,0,7,7,72,1,19,6,30,5,26
2019-01-19 06:45:00,11,5,2,27,4,0,29,0,5,5,88,1,19,6,45,5,27
2019-01-19 07:00:00,12,12,0,26,7,0,27,0,4,4,92,1,19,7,0,5,28
2019-01-19 07:15:00,6,6,1,23,13,0,24,0,3,3,79,1,19,7,15,5,29
2019-01-19 07:30:00,14,18,2,18,3,0,35,0,6,6,102,1,19,7,30,5,30
2019-01-19 07:45:00,9,8,4,28,10,0,45,0,8,7,119,1,19,7,45,5,31
2019-01-19 08:00:00,7,4,4,22,11,0,50,0,5,5,108,1,19,8,0,5,32
2019-01-19 08:15:00,13,12,4,23,9,0,40,0,9,9,119,1,19,8,15,5,33
2019-01-19 08:30:00,13,11,5,28,14,0,45,0,7,7,130,1,19,8,30,5,34
2019-01-19 08:45:00,11,9,6,29,9,0,42,0,10,11,127,1,19,8,45,5,35
2019-01-19 09:00:00,11,20,5,25,16,0,54,0,8,8,147,1,19,9,0,5,36
2019-01-19 09:15:00,14,18,2,29,19,0,51,0,7,8,148,1,19,9,15,5,37
2019-01-19 09:30:00,22,30,3,21,18,0,60,0,5,5,164,1,19,9,30,5,38
2019-01-19 09:45:00,12,18,5,22,16,0,78,0,11,11,173,1,19,9,45,5,39
2019-01-19 10:00:00,17,26,3,33,15,0,50,0,9,10,163,1,19,10,0,5,40
2019-01-19 10:15:00,13,29,3,31,13,0,50,0,6,6,151,1,19,10,15,5,41
2019-01-19 10:30:00,13,13,4,34,12,0,64,0,10,10,160,1,19,10,30,5,42
2019-01-19 10:45:00,12,20,4,24,13,0,67,0,6,5,151,1,19,10,45,5,43
2019-01-19 11:00:00,13,22,3,33,14,0,54,0,7,7,153,1,19,11,0,5,44
2019-01-19 11:15:00,14,23,4,11,15,0,61,0,12,12,152,1,19,11,15,5,45
2019-01-19 11:30:00,12,22,4,11,14,0,52,0,8,7,130,1,19,11,30,5,46
2019-01-19 11:45:00,10,20,3,25,14,0,60,0,6,6,144,1,19,11,45,5,47
2019-01-19 12:00:00,11,19,2,26,13,0,67,0,12,11,161,1,19,12,0,5,48
2019-01-19 12:15:00,14,32,6,31,22,0,54,0,6,8,173,1,19,12,15,5,49
2019-01-19 12:30:00,16,27,4,21,15,0,48,0,17,17,165,1,19,12,30,5,50
2019-01-19 12:45:00,13,21,11,29,13,0,59,0,5,5,156,1,19,12,45,5,51
2019-01-19 13:00:00,13,28,6,29,10,0,45,0,8,8,147,1,19,13,0,5,52
2019-01-19 13:15:00,10,25,8,25,14,0,47,0,13,13,155,1,19,13,15,5,53
2019-01-19 13:30:00,16,26,2,28,13,0,47,0,10,10,152,1,19,13,30,5,54
2019-01-19 13:45:00,10,25,6,19,14,0,45,0,13,12,144,1,19,13,45,5,55
2019-01-19 14:00:00,10,22,7,25,15,0,45,0,11,12,147,1,19,14,0,5,56
2019-01-19 14:15:00,15,24,6,26,18,0,61,0,10,9,169,1,19,14,15,5,57
2019-01-19 14:30:00,8,20,3,25,17,0,71,0,11,10,165,1,19,14,30,5,58
2019-01-19 14:45:00,13,23,5,25,18,0,65,0,12,11,172,1,19,14,45,5,59
2019-01-19 15:00:00,9,31,4,29,15,0,40,0,9,9,146,1,19,15,0,5,60
2019-01-19 15:15:00,14,35,5,26,11,0,42,0,14,8,155,1,19,15,15,5,61
2019-01-19 15:30:00,13,27,6,26,16,0,50,0,11,10,159,1,19,15,30,5,62
2019-01-19 15:45:00,9,29,9,22,16,0,47,0,8,8,148,1,19,15,45,5,63
2019-01-19 16:00:00,11,34,6,27,14,0,61,0,14,13,180,1,19,16,0,5,64
2019-01-19 16:15:00,11,22,3,21,13,0,51,0,14,10,145,1,19,16,15,5,65
2019-01-19 16:30:00,14,23,4,18,20,0,47,0,12,11,149,1,19,16,30,5,66
2019-01-19 16:45:00,13,21,4,26,12,0,49,0,14,12,151,1,19,16,45,5,67
2019-01-19 17:00:00,13,22,3,20,22,0,75,0,11,9,175,1,19,17,0,5,68
2019-01-19 17:15:00,11,29,4,26,10,0,46,0,7,6,139,1,19,17,15,5,69
2019-01-19 17:30:00,14,25,5,30,14,0,64,0,11,9,172,1,19,17,30,5,70
2019-01-19 17:45:00,8,24,9,19,15,0,46,0,11,10,142,1,19,17,45,5,71
2019-01-19 18:00:00,10,19,2,30,15,0,62,0,8,7,153,1,19,18,0,5,72
2019-01-19 18:15:00,11,20,6,26,16,0,62,0,5,5,151,1,19,18,15,5,73
2019-01-19 18:30:00,12,26,2,24,16,0,63,0,7,7,157,1,19,18,30,5,74
2019-01-19 18:45:00,8,21,3,22,13,0,57,0,5,5,134,1,19,18,45,5,75
2019-01-19 19:00:00,9,21,4,24,14,0,62,0,5,5,144,1,19,19,0,5,76
2019-01-19 19:15:00,10,23,4,22,17,0,52,0,9,10,147,1,19,19,15,5,77
2019-01-19 19:30:00,7,16,3,23,10,0,52,0,8,8,127,1,19,19,30,5,78
2019-01-19 19:45:00,3,17,0,30,13,0,58,0,9,8,138,1,19,19,45,5,79
2019-01-19 20:00:00,9,23,1,18,14,0,57,0,3,3,128,1,19,20,0,5,80
2019-01-19 20:15:00,6,18,2,16,14,0,58,0,3,3,120,1,19,20,15,5,81
2019-01-19 20:30:00,7,15,0,23,9,0,41,0,3,3,101,1,19,20,30,5,82
2019-01-19 20:45:00,4,16,2,24,13,0,42,0,0,0,101,1,19,20,45,5,83
2019-01-19 21:00:00,4,16,2,19,8,0,54,0,8,4,115,1,19,21,0,5,84
2019-01-19 21:15:00,5,12,0,21,11,0,38,0,1,1,89,1,19,21,15,5,85
2019-01-19 21:30:00,7,11,1,20,11,0,38,0,1,1,90,1,19,21,30,5,86
2019-01-19 21:45:00,4,15,3,23,12,0,44,0,1,1,103,1,19,21,45,5,87
2019-01-19 22:00:00,5,16,0,20,13,0,49,0,1,1,105,1,19,22,0,5,88
2019-01-19 22:15:00,11,20,0,19,11,0,38,0,0,0,99,1,19,22,15,5,89
2019-01-19 22:30:00,3,12,0,17,8,0,39,0,0,0,79,1,19,22,30,5,90
2019-01-19 22:45:00,8,12,0,13,6,0,38,0,1,1,79,1,19,22,45,5,91
2019-01-19 23:00:00,4,10,0,14,8,0,22,0,2,2,62,1,19,23,0,5,92
2019-01-19 23:15:00,5,11,1,21,4,0,34,0,0,0,76,1,19,23,15,5,93
2019-01-19 23:30:00,2,5,0,16,2,0,25,0,1,1,52,1,19,23,30,5,94
2019-01-19 23:45:00,5,6,1,12,4,0,23,0,0,1,52,1,19,23,45,5,95
2019-01-20 00:00:00,3,6,0,16,7,0,21,0,0,0,53,1,20,0,0,6,0
2019-01-20 00:15:00,5,6,0,16,8,0,26,0,0,1,62,1,20,0,15,6,1
2019-01-20 00:30:00,3,3,0,13,2,0,15,0,0,0,36,1,20,0,30,6,2
2019-01-20 00:45:00,3,2,0,14,5,0,18,0,0,0,42,1,20,0,45,6,3
2019-01-20 01:00:00,1,2,0,9,0,0,10,0,1,1,24,1,20,1,0,6,4
2019-01-20 01:15:00,1,1,1,8,2,0,12,0,1,1,27,1,20,1,15,6,5
2019-01-20 01:30:00,2,2,0,4,2,0,10,0,0,0,20,1,20,1,30,6,6
2019-01-20 01:45:00,1,1,0,9,3,0,10,0,0,0,24,1,20,1,45,6,7
2019-01-20 02:00:00,2,3,0,6,3,0,10,0,0,1,25,1,20,2,0,6,8
2019-01-20 02:15:00,2,3,0,11,1,0,9,0,0,0,26,1,20,2,15,6,9
2019-01-20 02:30:00,1,2,0,6,4,0,4,0,0,0,17,1,20,2,30,6,10
2019-01-20 02:45:00,0,4,0,3,0,0,3,0,0,0,10,1,20,2,45,6,11
2019-01-20 03:00:00,1,2,0,5,4,0,6,0,0,0,18,1,20,3,0,6,12
2019-01-20 03:15:00,1,4,0,4,2,0,4,0,0,0,15,1,20,3,15,6,13
2019-01-20 03:30:00,0,0,0,3,4,0,6,0,0,0,13,1,20,3,30,6,14
2019-01-20 03:45:00,0,2,0,6,4,0,4,0,0,0,16,1,20,3,45,6,15
2019-01-20 04:00:00,1,1,0,9,3,0,5,0,1,1,21,1,20,4,0,6,16
2019-01-20 04:15:00,0,0,0,6,3,0,2,0,0,0,11,1,20,4,15,6,17
2019-01-20 04:30:00,3,5,0,10,0,0,3,0,0,0,21,1,20,4,30,6,18
2019-01-20 04:45:00,2,1,0,7,1,0,2,0,0,0,13,1,20,4,45,6,19
2019-01-20 05:00:00,2,1,0,12,1,0,5,0,1,1,23,1,20,5,0,6,20
2019-01-20 05:15:00,0,1,0,15,1,0,7,0,0,0,24,1,20,5,15,6,21
2019-01-20 05:30:00,2,1,0,21,1,0,17,0,0,0,42,1,20,5,30,6,22
2019-01-20 05:45:00,3,3,0,29,5,0,12,0,0,0,52,1,20,5,45,6,23
2019-01-20 06:00:00,1,2,0,22,3,0,9,0,0,0,37,1,20,6,0,6,24
2019-01-20 06:15:00,5,3,0,24,6,0,16,0,0,0,54,1,20,6,15,6,25
2019-01-20 06:30:00,2,7,1,16,8,0,14,0,1,2,51,1,20,6,30,6,26
2019-01-20 06:45:00,6,7,0,18,12,0,20,0,3,3,69,1,20,6,45,6,27
2019-01-20 07:00:00,7,10,0,19,12,0,27,0,2,2,79,1,20,7,0,6,28
2019-01-20 07:15:00,6,5,0,26,9,0,30,0,1,1,78,1,20,7,15,6,29
2019-01-20 07:30:00,8,7,0,23,10,0,25,0,0,0,73,1,20,7,30,6,30
2019-01-20 07:45:00,6,12,1,19,14,0,30,0,3,3,88,1,20,7,45,6,31
2019-01-20 08:00:00,12,9,0,27,15,0,33,0,2,2,100,1,20,8,0,6,32
2019-01-20 08:15:00,6,18,0,27,12,0,41,0,1,1,106,1,20,8,15,6,33
2019-01-20 08:30:00,8,15,1,22,17,0,30,0,1,1,95,1,20,8,30,6,34
2019-01-20 08:45:00,8,14,0,27,16,0,51,0,2,4,122,1,20,8,45,6,35
2019-01-20 09:00:00,11,22,1,25,17,0,59,0,4,4,143,1,20,9,0,6,36
2019-01-20 09:15:00,8,23,1,25,22,0,54,0,4,4,141,1,20,9,15,6,37
2019-01-20 09:30:00,10,20,2,30,21,0,55,0,3,6,147,1,20,9,30,6,38
2019-01-20 09:45:00,12,21,3,20,18,0,60,0,5,5,144,1,20,9,45,6,39
2019-01-20 10:00:00,10,18,1,27,18,0,59,0,3,3,139,1,20,10,0,6,40
2019-01-20 10:15:00,5,25,1,19,17,0,67,0,2,2,138,1,20,10,15,6,41
2019-01-20 10:30:00,9,26,4,30,18,0,61,0,3,3,154,1,20,10,30,6,42
2019-01-20 10:45:00,11,21,3,28,19,0,60,0,4,4,150,1,20,10,45,6,43
2019-01-20 11:00:00,11,29,4,24,24,0,78,0,5,6,181,1,20,11,0,6,44
2019-01-20 11:15:00,10,28,3,21,17,0,56,0,6,7,148,1,20,11,15,6,45
2019-01-20 11:30:00,12,26,3,25,24,0,77,0,6,6,179,1,20,11,30,6,46
2019-01-20 11:45:00,13,31,1,20,21,0,81,0,4,5,176,1,20,11,45,6,47
2019-01-20 12:00:00,12,32,2,30,19,0,61,0,4,5,165,1,20,12,0,6,48
2019-01-20 12:15:00,14,26,2,22,16,0,89,0,5,5,179,1,20,12,15,6,49
2019-01-20 12:30:00,11,25,2,27,22,0,77,0,2,2,168,1,20,12,30,6,50
2019-01-20 12:45:00,9,20,3,22,22,0,75,0,5,4,160,1,20,12,45,6,51
2019-01-20 13:00:00,10,28,3,24,18,0,71,0,4,3,161,1,20,13,0,6,52
2019-01-20 13:15:00,9,30,4,26,22,0,84,0,8,8,191,1,20,13,15,6,53
2019-01-20 13:30:00,11,31,3,32,17,0,65,0,10,7,176,1,20,13,30,6,54
2019-01-20 13:45:00,13,24,3,26,17,0,73,0,5,5,166,1,20,13,45,6,55
2019-01-20 14:00:00,12,27,2,25,24,0,59,0,5,5,159,1,20,14,0,6,56
2019-01-20 14:15:00,8,25,1,25,23,0,74,0,5,5,166,1,20,14,15,6,57
2019-01-20 14:30:00,16,31,5,33,15,0,58,0,7,6,171,1,20,14,30,6,58
2019-01-20 14:45:00,8,26,2,25,21,0,61,0,5,5,153,1,20,14,45,6,59
2019-01-20 15:00:00,11,20,3,36,17,0,66,0,5,7,165,1,20,15,0,6,60
2019-01-20 15:15:00,10,22,3,31,23,0,74,0,3,3,169,1,20,15,15,6,61
2019-01-20 15:30:00,10,28,6,27,13,0,60,0,9,9,162,1,20,15,30,6,62
2019-01-20 15:45:00,12,29,0,24,20,0,58,0,5,6,154,1,20,15,45,6,63
2019-01-20 16:00:00,10,32,3,29,19,0,66,0,6,9,174,1,20,16,0,6,64
2019-01-20 16:15:00,10,30,3,27,17,0,47,0,4,4,142,1,20,16,15,6,65
2019-01-20 16:30:00,13,23,1,20,18,0,49,0,2,2,128,1,20,16,30,6,66
2019-01-20 16:45:00,11,24,1,27,22,0,68,0,5,5,163,1,20,16,45,6,67
2019-01-20 17:00:00,11,25,0,35,21,0,64,0,6,7,169,1,20,17,0,6,68
2019-01-20 17:15:00,10,24,2,31,19,0,65,0,3,3,157,1,20,17,15,6,69
2019-01-20 17:30:00,14,28,2,28,23,0,65,0,1,1,162,1,20,17,30,6,70
2019-01-20 17:45:00,8,25,0,26,23,0,59,0,3,3,147,1,20,17,45,6,71
2019-01-20 18:00:00,8,23,2,33,23,0,71,0,1,2,163,1,20,18,0,6,72
2019-01-20 18:15:00,13,31,2,14,16,0,63,0,4,5,148,1,20,18,15,6,73
2019-01-20 18:30:00,7,19,0,24,20,0,73,0,1,1,145,1,20,18,30,6,74
2019-01-20 18:45:00,5,25,0,34,17,0,63,0,1,1,146,1,20,18,45,6,75
2019-01-20 19:00:00,11,20,2,29,15,0,46,0,1,1,125,1,20,19,0,6,76
2019-01-20 19:15:00,8,23,1,22,15,0,48,0,0,0,117,1,20,19,15,6,77
2019-01-20 19:30:00,9,16,0,25,13,0,48,0,3,3,117,1,20,19,30,6,78
2019-01-20 19:45:00,4,16,1,22,15,0,45,0,0,0,103,1,20,19,45,6,79
2019-01-20 20:00:00,5,17,0,16,16,0,46,0,1,1,102,1,20,20,0,6,80
2019-01-20 20:15:00,6,17,1,27,10,0,42,0,0,0,103,1,20,20,15,6,81
2019-01-20 20:30:00,8,16,0,15,19,0,33,0,0,0,91,1,20,20,30,6,82
2019-01-20 20:45:00,3,15,1,20,11,0,29,0,1,1,81,1,20,20,45,6,83
2019-01-20 21:00:00,7,14,1,18,10,0,30,0,1,1,82,1,20,21,0,6,84
2019-01-20 21:15:00,5,19,0,14,14,0,33,0,0,0,85,1,20,21,15,6,85
2019-01-20 21:30:00,7,13,0,18,9,0,29,0,1,1,78,1,20,21,30,6,86
2019-01-20 21:45:00,3,15,1,20,11,0,20,0,1,1,72,1,20,21,45,6,87
2019-01-20 22:00:00,1,13,0,16,13,0,19,0,1,1,64,1,20,22,0,6,88
2019-01-20 22:15:00,9,12,0,16,7,0,27,0,0,0,71,1,20,22,15,6,89
2019-01-20 22:30:00,3,13,0,13,5,0,24,0,0,0,58,1,20,22,30,6,90
2019-01-20 22:45:00,3,4,1,18,5,0,20,0,0,0,51,1,20,22,45,6,91
2019-01-20 23:00:00,4,8,0,14,6,0,12,0,1,1,46,1,20,23,0,6,92
2019-01-20 23:15:00,6,7,0,8,7,0,12,0,0,0,40,1,20,23,15,6,93
2019-01-20 23:30:00,1,4,0,11,2,0,20,0,1,1,40,1,20,23,30,6,94
2019-01-20 23:45:00,2,2,0,11,1,0,13,0,0,1,30,1,20,23,45,6,95
2019-01-21 00:00:00,2,1,0,14,1,0,9,0,0,0,27,1,21,0,0,0,0
2019-01-21 00:15:00,0,2,1,9,2,0,10,0,1,2,27,1,21,0,15,0,1
2019-01-21 00:30:00,0,3,0,5,3,0,15,0,0,0,26,1,21,0,30,0,2
2019-01-21 00:45:00,1,1,0,4,1,0,6,0,0,0,13,1,21,0,45,0,3
2019-01-21 01:00:00,1,2,1,4,2,0,5,0,1,1,17,1,21,1,0,0,4
2019-01-21 01:15:00,1,2,1,10,0,0,5,0,0,0,19,1,21,1,15,0,5
2019-01-21 01:30:00,1,1,0,4,1,0,9,0,0,0,16,1,21,1,30,0,6
2019-01-21 01:45:00,1,2,0,5,1,0,7,0,0,0,16,1,21,1,45,0,7
2019-01-21 02:00:00,0,2,0,8,1,0,9,0,0,0,20,1,21,2,0,0,8
2019-01-21 02:15:00,1,1,0,8,1,0,4,0,0,0,15,1,21,2,15,0,9
2019-01-21 02:30:00,0,1,0,7,0,0,3,0,0,0,11,1,21,2,30,0,10
2019-01-21 02:45:00,0,1,0,7,1,0,6,0,0,0,15,1,21,2,45,0,11
2019-01-21 03:00:00,2,3,0,9,0,0,14,0,0,0,28,1,21,3,0,0,12
2019-01-21 03:15:00,0,0,0,7,2,0,11,0,0,0,20,1,21,3,15,0,13
2019-01-21 03:30:00,1,1,0,10,4,0,9,0,0,0,25,1,21,3,30,0,14
2019-01-21 03:45:00,3,2,0,18,4,0,14,0,0,0,41,1,21,3,45,0,15
2019-01-21 04:00:00,3,5,0,10,3,0,17,0,0,0,38,1,21,4,0,0,16
2019-01-21 04:15:00,1,2,1,16,1,0,31,0,0,0,52,1,21,4,15,0,17
2019-01-21 04:30:00,3,1,4,14,0,0,31,0,2,2,57,1,21,4,30,0,18
2019-01-21 04:45:00,7,4,7,22,2,0,42,0,0,0,84,1,21,4,45,0,19
2019-01-21 05:00:00,7,2,0,15,3,0,39,0,0,0,66,1,21,5,0,0,20
2019-01-21 05:15:00,7,13,1,28,2,0,50,0,2,2,105,1,21,5,15,0,21
2019-01-21 05:30:00,8,7,4,25,2,0,58,0,0,1,105,1,21,5,30,0,22
2019-01-21 05:45:00,7,4,5,22,10,0,57,0,10,11,126,1,21,5,45,0,23
2019-01-21 06:00:00,8,2,2,23,7,0,55,0,2,3,102,1,21,6,0,0,24
2019-01-21 06:15:00,8,4,1,24,10,0,66,0,4,5,122,1,21,6,15,0,25
2019-01-21 06:30:00,8,8,3,31,8,0,80,0,1,4,143,1,21,6,30,0,26
2019-01-21 06:45:00,11,10,8,22,13,0,67,0,7,9,147,1,21,6,45,0,27
2019-01-21 07:00:00,8,8,4,29,9,0,50,0,8,9,125,1,21,7,0,0,28
2019-01-21 07:15:00,7,13,2,29,10,0,40,0,21,7,129,1,21,7,15,0,29
2019-01-21 07:30:00,9,17,6,23,7,0,36,0,7,8,113,1,21,7,30,0,30
2019-01-21 07:45:00,8,18,6,23,12,0,26,0,12,10,115,1,21,7,45,0,31
2019-01-21 08:00:00,13,9,4,19,16,0,40,0,5,5,111,1,21,8,0,0,32
2019-01-21 08:15:00,12,16,5,19,12,0,64,0,5,5,138,1,21,8,15,0,33
2019-01-21 08:30:00,13,20,5,17,13,0,68,0,5,6,147,1,21,8,30,0,34
2019-01-21 08:45:00,13,22,5,20,10,0,50,0,4,5,129,1,21,8,45,0,35
2019-01-21 09:00:00,11,18,6,18,17,0,43,0,10,10,133,1,21,9,0,0,36
2019-01-21 09:15:00,11,23,3,19,13,0,59,0,6,6,140,1,21,9,15,0,37
2019-01-21 09:30:00,7,26,4,15,14,0,46,0,11,10,133,1,21,9,30,0,38
2019-01-21 09:45:00,8,21,4,25,18,0,47,0,7,7,137,1,21,9,45,0,39
2019-01-21 10:00:00,11,17,4,23,11,0,51,0,10,9,136,1,21,10,0,0,40
2019-01-21 10:15:00,9,23,4,34,16,0,61,0,9,8,164,1,21,10,15,0,41
2019-01-21 10:30:00,10,27,4,29,15,0,62,0,9,9,165,1,21,10,30,0,42
2019-01-21 10:45:00,13,25,8,21,15,0,53,0,14,14,163,1,21,10,45,0,43
2019-01-21 11:00:00,7,26,5,19,7,0,41,0,11,8,124,1,21,11,0,0,44
2019-01-21 11:15:00,9,20,6,16,14,0,37,0,12,11,125,1,21,11,15,0,45
2019-01-21 11:30:00,7,22,6,21,11,0,35,0,14,9,125,1,21,11,30,0,46
2019-01-21 11:45:00,10,24,7,18,10,0,44,0,15,8,136,1,21,11,45,0,47
2019-01-21 12:00:00,11,21,7,16,11,0,38,0,8,7,119,1,21,12,0,0,48
2019-01-21 12:15:00,9,21,6,15,8,0,30,0,16,12,117,1,21,12,15,0,49
2019-01-21 12:30:00,8,25,7,22,10,0,44,0,12,9,137,1,21,12,30,0,50
2019-01-21 12:45:00,12,26,9,15,10,0,33,0,13,11,129,1,21,12,45,0,51
2019-01-21 13:00:00,13,27,9,13,10,0,32,0,4,6,114,1,21,13,0,0,52
2019-01-21 13:15:00,9,25,7,23,8,0,40,0,7,9,128,1,21,13,15,0,53
2019-01-21 13:30:00,17,28,8,10,12,0,39,0,14,13,141,1,21,13,30,0,54
2019-01-21 13:45:00,13,29,9,12,5,0,39,0,11,7,125,1,21,13,45,0,55
2019-01-21 14:00:00,12,31,5,7,13,0,37,0,17,7,129,1,21,14,0,0,56
2019-01-21 14:15:00,9,22,6,12,13,0,34,0,12,11,119,1,21,14,15,0,57
2019-01-21 14:30:00,7,31,9,6,18,0,32,0,9,7,119,1,21,14,30,0,58
2019-01-21 14:45:00,11,24,4,13,11,0,48,0,11,9,131,1,21,14,45,0,59
2019-01-21 15:00:00,8,21,7,18,9,0,52,0,8,5,128,1,21,15,0,0,60
2019-01-21 15:15:00,9,19,4,11,9,0,65,0,11,8,136,1,21,15,15,0,61
2019-01-21 15:30:00,11,19,5,1,7,0,53,0,13,12,121,1,21,15,30,0,62
2019-01-21 15:45:00,11,15,8,6,6,0,68,0,10,9,133,1,21,15,45,0,63
2019-01-21 16:00:00,11,15,6,17,5,0,50,0,9,6,119,1,21,16,0,0,64
2019-01-21 16:15:00,10,22,5,16,12,0,62,0,9,10,146,1,21,16,15,0,65
2019-01-21 16:30:00,6,24,5,8,14,0,69,0,9,6,141,1,21,16,30,0,66
2019-01-21 16:45:00,8,24,7,15,7,0,63,0,13,11,148,1,21,16,45,0,67
2019-01-21 17:00:00,11,21,6,17,10,0,53,0,12,8,138,1,21,17,0,0,68
2019-01-21 17:15:00,10,25,4,20,12,0,71,0,9,6,157,1,21,17,15,0,69
2019-01-21 17:30:00,10,25,3,24,7,0,55,0,8,5,137,1,21,17,30,0,70
2019-01-21 17:45:00,11,26,6,19,14,0,58,0,10,9,153,1,21,17,45,0,71
2019-01-21 18:00:00,9,24,4,30,14,0,43,0,12,9,145,1,21,18,0,0,72
2019-01-21 18:15:00,12,26,4,21,15,0,53,0,12,14,157,1,21,18,15,0,73
2019-01-21 18:30:00,13,21,1,26,20,0,64,0,7,7,159,1,21,18,30,0,74
2019-01-21 18:45:00,14,27,2,30,16,0,42,0,5,5,141,1,21,18,45,0,75
